PROVINCIA	DENOMINACION GENÉRICA	LOCALIDAD	CÓDIGO	DENOMINACION ESPECÍFICA	DOMICILIO	CODPOSTAL	TELÉFONO	FAX	EMAIL
Zaragoza	Centro Público de Educación de Personas Adultas	Fuentes de Ebro	50011434	DE FUENTES DE EBRO	P.º Del Justicia, S/N	50740	976 16 90 90	976 16 91 72	cpeafuentes@educa.aragon.es
Zaragoza	Centro Público de Educación de Personas Adultas	Puebla de Alfindén (La)	50011461	ALFINDÉN	Cl. Barrio Nuevo, 37	50171	976 10 85 71	976 10 85 71	cpeaalfinden@educa.aragon.es
Zaragoza	Centro Público de Educación de Personas Adultas	Tarazona	50011021	EL PÓSITO	Pza. Carmen Viejo, 15	50500	976 19 90 41	976 64 24 82	cpeatarazona@educa.aragon.es
Zaragoza	Centro Público de Educación de Personas Adultas	Utebo	50010855	EMILIO NAVARRO	Cl. Argentina, S/N	50180	976 46 20 03	976 46 20 03	cpeautebo@educa.aragon.es
Zaragoza	Centro Público de Educación de Personas Adultas	Zaragoza	50009993	CONCEPCIÓN ARENAL	Cl. Santo Dominguito De Val, S/N	50001	976 29 64 91	976 29 17 11	cpeacarzaragoza@educa.aragon.es
Zaragoza	Centro Público de Educación de Personas Adultas	Zaragoza	50010879	MARGEN IZQUIERDA	Cl. Lourdes, 23	50014	976 39 26 57	976 39 26 57	cpeamizzaragoza@educa.aragon.es
Zaragoza	Centro Público de Educación de Personas Adultas	Zaragoza	50010880	JUAN JOSÉ LORENTE	Cl. Castellote, 3	50017	976 31 31 99	976 32 67 00	cpeajjlzaragoza@educa.aragon.es
Zaragoza	Centro Público de Educación de Personas Adultas	Zaragoza	50011446	GÓMEZ LAFUENTE	Cl. Las Armas, 22	50003	976 46 91 46	976 44 03 52	cpeaglazaragoza@educa.aragon.es
Zaragoza	Centro Público de Educación de Personas Adultas	Zaragoza	50011458	CASA CANAL	P.º Cuellar, 6	50006	976 27 88 86	976 25 35 56	cpeaccazaragoza@educa.aragon.es
Zaragoza	Centro Público Integrado de Formación Profesional	Zaragoza	50010314	LOS ENLACES	Cl. Jarque De Moncayo, 10	50012	976 30 08 04	976 31 44 03	ieslenzaragoza@educa.aragon.es
Zaragoza	Centro Público Integrado de Formación Profesional	Zaragoza	50018829	CORONA DE ARAGÓN	Corona de Aragón, 35				info@iescorona.com
Zaragoza	Centro Rural de Innovación Educativa	Zaragoza	50700239	VENTA DEL OLIVAR	PLAZA MAYOR, S/N	50011	976 34 11 33	976 34 11 33	criezzaragoza@educa.aragon.es
Zaragoza	Colegio de Educación Especial	Zaragoza	50010387	ALBORADA	Andador Pilar Cuartero Molinero, 1	50018	976 51 05 20	976 58 62 28	ceealzaragoza@educa.aragon.es
Zaragoza	Colegio de Educación Especial	Zaragoza	50011537	RINCÓN DE GOYA	CL. RINCÓN DE GOYA, 4	50006	976 25 55 45	976 25 53 96	ceergzaragoza@educa.aragon.es
Zaragoza	Colegio de Educación Especial	Zaragoza	50017369	ANGEL RIVIÈRE	CL. José Galiay, 4	50018	976 49 39 03	976 42 91 62	ceeangelriviere@gmail.com
Zaragoza	Colegio de Educación Especial	Zaragoza	50018131	JEAN PIAGET	AVDA. MAJAS DE GOYA, 12	50018			ceepgozaragoza@educa.aragon.es
Zaragoza	Colegio de Educación Infantil y Primaria	Ainzón	50017655	EL POMILLO	CL. Demetrio Galán Bergua s/n	50570	976 86 86 76	976 86 86 76	cpainzon@aragon.es
Zaragoza	Colegio de Educación Infantil y Primaria	Alagón	50000126	ARAGÓN	Avda. De La Jarea, S/N	50630	976611354	976611354	cpalagon@educa.aragon.es
Zaragoza	Colegio de Educación Infantil y Primaria	Alfajarín	50000291	BRIANDA DE LUNA	Cl. La Portaza, 50	50172	976 10 01 35	976100135	cpalfajarin@educa.aragon.es
Zaragoza	Colegio de Educación Infantil y Primaria	Alfamén	50011306	MATEO VALERO	Ctra. De Longares, 57	50461	976 62 62 42	976 62 62 42	cpalfamen@aragon.es
Zaragoza	Colegio de Educación Infantil y Primaria	Alhama de Aragón	50017679	PABLO LUNA	AVDA. ARAGÓN, 19	50230	976 84 00 24	976840024	cpalhama@aragon.es
Zaragoza	Colegio de Educación Infantil y Primaria	Almonacid de la Sierra	50000369	ARZOBISPO DOMÉNECH	Cl. San Nicolás De Tolentino, 2	50108	976 62 70 02	979627002	cpalmonacids@aragon.es
Zaragoza	Colegio de Educación Infantil y Primaria	Almunia de Doña Godina (La)	50000370	NERTÓBRIGA	C/ Carra La Hilera, s/n	50100	976 81 21 99	976 81 18 84	cpalmunia@educa.aragon.es
Zaragoza	Colegio de Educación Infantil y Primaria	Almunia de Doña Godina (La)	50019317	NERTÓBRIGA II	Avda. Laviaga Castillo, 14	50100			
Zaragoza	Colegio de Educación Infantil y Primaria	Alpartir	50000436	RAMÓN Y CAJAL	CL. CAMINO DE ALMONACID S/N	50109	976 81 30 01		cpalpartir@aragon.es
Zaragoza	Colegio de Educación Infantil y Primaria	Ateca	50000618	VIRGEN DE LA PEANA	PZA. DEL MESÓN, 8	50200	976 84 20 69	976842069	cpvpateca@educa.aragon.es
Zaragoza	Colegio de Educación Infantil y Primaria	Belchite	50000722	BELIA	Cl. El Ferial, 6	50130	976 83 03 16	976830316	colebelia@hotmail.com
Zaragoza	Colegio de Educación Infantil y Primaria	Borja	50000850	CAMPO DE BORJA	Cl. Ramón Y Cajal, 2	50540	976 86 72 17	976 86 72 17	cpcbborja@educaragon.org
Zaragoza	Colegio de Educación Infantil y Primaria	Brea de Aragón	50000904	DIPUTACIÓN PROVINCIAL	CL. CAYO VELA, 7	50246	976 82 43 33	976 82 43 33	cpbrea@educa.aragon.es
Zaragoza	Colegio de Educación Infantil y Primaria	Cadrete	50011288	CASTILLO QADRIT	CL. Miguel Servet,3	50420	976125079	976125079	ceipcastilloqadrit@educa.aragon.es
Zaragoza	Colegio de Educación Infantil y Primaria	Calatayud	50001064	BALTASAR GRACIÁN	Ctra. De Valencia, S/N	50300	976 88 16 52	976 88 16 52	cpbgcalatayud@aragon.es
Zaragoza	Colegio de Educación Infantil y Primaria	Calatayud	50001076	FRANCISCO DE GOYA	Cl. Santander-Mediterráneo, S/N	50300	976 88 26 96	976 54 65 29	cpfgcalatayud@educa.aragon.es
Zaragoza	Colegio de Educación Infantil y Primaria	Calatayud	50001088	SALVADOR MINGUIJÓN	Cl. Puerta De Soria, 35	50300	976 88 16 71	976 88 16 71	cpsmcalatayud@educa.aragon.es
Zaragoza	Colegio de Educación Infantil y Primaria	Calatayud	50008666	AUGUSTA BÍLBILIS	Cl. Aragón, S/N	50300	976 88 17 43	976882981	cpabcalatayud@educa.aragon.es
Zaragoza	Colegio de Educación Infantil y Primaria	Calatorao	50001222	DOMINGO JIMÉNEZ BELTRÁN	Paseo Bruno Solano, 2	50280	976 60 73 67	976 60 73 67	cpdjbcalatorao@educa.aragon.es
Zaragoza	Colegio de Educación Infantil y Primaria	Cariñena	50001301	SANTO CRISTO DE SANTIAGO	CL. SAINT PIERRE D' OLÈRON, 12	50400	976 62 08 96	976 62 08 96	cpcarinena@educa.aragon.es
Zaragoza	Colegio de Educación Infantil y Primaria	Cartuja Baja	50005422	ÁNGEL ESCORIAZA	Cl. Juan De Las Viñas, 8	50720	976 50 04 84	976 50 04 84	cpaeszaragoza@educa.aragon.es
Zaragoza	Colegio de Educación Infantil y Primaria	Casetas	50005550	RICARDO MUR	Cl. Galicia, 2	50620	976-78-88-46	976 77 17 16	cprmuzaragoza@educa.aragon.es
Zaragoza	Colegio de Educación Infantil y Primaria	Casetas	50009786	ANTONIO MARTÍNEZ GARAY	CL. Cádiz, 12	50620	976 77 44 17	976 77 44 17	cpamgzaragoza@educa.aragon.es
Zaragoza	Colegio de Educación Infantil y Primaria	Caspe	50001350	COMPROMISO DE CASPE	Pza. Compromiso, 12	50700	976 63 05 69	976 63 66 43	cpcccaspe@educa.aragon.es
Zaragoza	Colegio de Educación Infantil y Primaria	Caspe	50010764	ALEJO LORÉN ALBAREDA	Cl. Glorieta Federico García Lorca, S/N	50700	976 63 20 28	976 63 20 28	cpalcaspe@educa.aragon.es
Zaragoza	Colegio de Educación Infantil y Primaria	Chiprana	50001672	LUCIO FABIO SEVERO	Cl. Lucio Fabio Severo, S/N	50792	976 63 72 50		cpchiprana@aragon.es
Zaragoza	Colegio de Educación Infantil y Primaria	Cuarte de Huerva	50008952	RAMÓN Y CAJAL	Cl. Ramón Y Cajal, 53	50410	976 46 32 95	976 46 32 95	cpcuarte@aragon.es
Zaragoza	Colegio de Educación Infantil y Primaria	Cuarte de Huerva	50018283	FORO ROMANO	FORO ROMANO S/N	50410	976509824	976509824	cpcuarte2@educa.aragon.es
Zaragoza	Colegio de Educación Infantil y Primaria	Cuarte de Huerva	50019299	CUARTE DE HUERVA III	FORO ROMANO S/N	50410			
Zaragoza	Colegio de Educación Infantil y Primaria	Daroca	50001702	PEDRO SÁNCHEZ CIRUELO	Calle Barranco de Luzbel s/n	50360	976 80 08 79	976 80 08 79	cpscdaroca@educa.aragon.es
Zaragoza	Colegio de Educación Infantil y Primaria	Ejea de los Caballeros	50001763	CERVANTES	Cl. Cervantes, 9	50600	976 66 15 11	976 66 15 11	cpasejea@educa.aragon.es
Zaragoza	Colegio de Educación Infantil y Primaria	Ejea de los Caballeros	50001775	FERRER Y RACAJ	Cl. Alegría, S/N	50600	976 66 27 66	976 66 27 66	cpfrejea@educa.aragon.es
Zaragoza	Colegio de Educación Infantil y Primaria	Ejea de los Caballeros	50008678	RECTOR MAMÉS ESPERABÉ	P.º CONSTITUCIÓN, 136	50600	976 66 13 23	979 66 13 23	cpmeejea@educa.aragon.es
Zaragoza	Colegio de Educación Infantil y Primaria	Épila	50002007	GASPAR REMIRO	Cl. Ronda Diputación, S/N	50290	976 60 39 90	976 60 39 90	cpepila@educa.aragon.es
Zaragoza	Colegio de Educación Infantil y Primaria	Escatrón	50002032	SAN JAVIER	Cl. Plano De San Javier, S/N	50790	976 17 00 95		cpsjescatron@educa.aragon.es
Zaragoza	Colegio de Educación Infantil y Primaria	Fayón	50002123	NTRA. SRA. DEL PILAR	Cl. Heno, S/N	50795	976 63 56 92	976 63 56 92	cpfayon@aragon.es
Zaragoza	Colegio de Educación Infantil y Primaria	Fuentes de Ebro	50002275	LUIS GARCÍA SÁINZ	Cl. Agustina De Aragón, 1	50740	976 16 01 01	976 16 09 31	cpgsfuentes@educa.aragon.es
Zaragoza	Colegio de Educación Infantil y Primaria	Gallur	50002329	MARÍA DOMÍNGUEZ	Cl. Miguel Servet, S/N	50650	976 86 48 45	976864845	cpgallur@educa.aragon.es
Zaragoza	Colegio de Educación Infantil y Primaria	Garrapinillos	50005574	GUSTAVO ADOLFO BÉCQUER	Avda. de la Jota, nº 7	50190	976 78 03 45	976 30 30 32	cpgabzaragoza@educa.aragon.es
Zaragoza	Colegio de Educación Infantil y Primaria	Herrera de los Navarros	50002433	SAN JORGE	Cl. Revés, 43	50150	976 14 31 06	976 14 31 06	cpherrera@aragon.es
Zaragoza	Colegio de Educación Infantil y Primaria	Illueca	50002457	BENEDICTO XIII	Avda. San Babil, S/N	50250	976 82 02 27	976 820227	cpbxillueca@educa.aragon.es
Zaragoza	Colegio de Educación Infantil y Primaria	Joyosa (La)	50002512	RAMÓN Y CAJAL	Pza. De España, 1	50692	976 65 11 55	976 65 11 55	cplajoyosa@aragon.es
Zaragoza	Colegio de Educación Infantil y Primaria	Longares	50017667	DIEGO ESCOLANO	AVDA. de valencia s/n	50460	976 14 24 18		cplongares@aragon.es
Zaragoza	Colegio de Educación Infantil y Primaria	Maella	50002810	VIRGEN DEL PORTAL	CL. ZARAGOZA, 38	50710	976 63 80 65	976638065	cpmaella@educa.aragon.es
Zaragoza	Colegio de Educación Infantil y Primaria	Mainar	50010247	SANTA ANA	Ctra. De Valencia, S/N	50368	976 80 72 18	976 80 70 01	cpmainar@aragon.es
Zaragoza	Colegio de Educación Infantil y Primaria	Mallén	50002937	MANLIA	Cl. Miraflores, S/N	50550	976 85 03 94	976 850 400	cpcmmallen@educa.aragon.es
Zaragoza	Colegio de Educación Infantil y Primaria	María de Huerva	50017916	SAN ROQUE	AVDA. de Zaragoza s/n	50430	976 12 42 11	976 12 42 11	cramariah@aragon.es
Zaragoza	Colegio de Educación Infantil y Primaria	María de Huerva	50019251	MARÍA DE HUERVA II	Cl. Río Jalón, S/N	50430	976131769		
Zaragoza	Colegio de Educación Infantil y Primaria	Mequinenza	50003048	MARÍA QUINTANA	Ctra. De Fraga, S/N	50170	974 46 42 70	974 46 42 70	cpmequinenza@educa.aragon.es
Zaragoza	Colegio de Educación Infantil y Primaria	Montañana	50005631	HERMANOS ARGENSOLA	Cl. Escuelas, 23	50059	976575325	976575325	cpharzaragoza@educa.aragon.es
Zaragoza	Colegio de Educación Infantil y Primaria	Monzalbarba	50005641	FERNÁNDEZ VIZARRA	Cl. Gaspar De Pex, 3	50120	976 78 58 28	976 78 58 28	cpfvizaragoza@educa.aragon.es
Zaragoza	Colegio de Educación Infantil y Primaria	Morata de Jalón	50003206	LUCAS ARRIBAS	Cami. Baldío, S/N	50260	976 60 52 93	976 60 52 93	cpmorataja@aragon.es
Zaragoza	Colegio de Educación Infantil y Primaria	Movera	50005653	MAESTRO DON PEDRO ORÓS	Pza. Mayor, 7	50194	976 58 64 33	976 58 64 33	cppomovera@educa.aragon.es
Zaragoza	Colegio de Educación Infantil y Primaria	Movera	50005677	JUAN PABLO BONET	Cl. Río Gállego, 42	50194	976 57 44 95	976574495	cpjpbzaragoza@educa.aragon.es
Zaragoza	Colegio de Educación Infantil y Primaria	Muela (La)	50017448	GIL TARÍN	Camino de las Banqueras nº 2	50196	976 14 42 55	976144255	cpgtlamuela@educa.aragon.es
Zaragoza	Colegio de Educación Infantil y Primaria	Novillas	50003504	SAN NICASIO	Camino de Mallén, 40	50530	976 86 11 97		cpnovillas@aragon.es
Zaragoza	Colegio de Educación Infantil y Primaria	Pastriz	50003711	LA PORTALADA	CNO. ACCESO DESDE FINAL AVDA. SANTA ANA	50195	976 58 30 49		cppastriz@aragon.es
Zaragoza	Colegio de Educación Infantil y Primaria	Pedrola	50003735	CERVANTES	Cl. Progreso, 6	50690	976 61 52 81	976 61 52 81	cppedrola@educa.aragon.es
Zaragoza	Colegio de Educación Infantil y Primaria	Peñaflor	50005707	FLORENCIO JARDIEL	Cl. Francisco Gracia, 18	50193	976 15 42 91	976 15 42 91	cppenaflor@aragon.es
Zaragoza	Colegio de Educación Infantil y Primaria	Pina de Ebro	50017680	RAMÓN Y CAJAL	Ramón y Cajal 60	50750	976 16 53 47		cppina@aragon.es
Zaragoza	Colegio de Educación Infantil y Primaria	Pinseque	50003851	MIGUEL ARTIGAS	P.º De Los Estudiantes, S/N	50298	976 61 73 73	976 61 73 73	cppinseque@aragon.es
Zaragoza	Colegio de Educación Infantil y Primaria	Pradilla de Ebro	50003981	JOAQUÍN COSTA	Cl. Joaquín Costa, 73	50668	976 86 02 16		cppradilla@aragon.es
Zaragoza	Colegio de Educación Infantil y Primaria	Puebla de Alfindén (La)	50004004	LOS ALBARES	ROSALÍA DE CASTRO, 2	50171	976 45 55 86	976 10 77 67	cpalfinden@educa.aragon.es
Zaragoza	Colegio de Educación Infantil y Primaria	Puebla de Alfindén (La)	50017898	REINO DE ARAGÓN	AVDA. CORTES DE ARAGÓN, 111	50171	976 10 82 32	976108232	cpreinoaragon@educa.aragon.es
Zaragoza	Colegio de Educación Infantil y Primaria	Quinto	50004031	FERNANDO EL CATÓLICO	Cl. Don Quintín Debón, 1	50770	976 17 73 02	976 17 73 02	cpquinto@educa.aragon.es
Zaragoza	Colegio de Educación Infantil y Primaria	Remolinos	50004053	ALFREDO MUIÑOS	Cl. Escuelas Nuevas, S/N	50637	976 61 83 56		cpremolinos@aragon.es
Zaragoza	Colegio de Educación Infantil y Primaria	Ricla	50004077	MAESTRO MONREAL	CL. Joaquín Artigas Lausín, 2	50270	976 60 62 94	976 60 62 94	cpricla@educa.aragon.es
Zaragoza	Colegio de Educación Infantil y Primaria	San Juan de Mozarrifar	50005744	ANDRÉS OLIVÁN	Cl. Alejandro Palomar, 21	50820	976 15 02 49	976 15 02 49	cpaolzaragoza@educa.aragon.es
Zaragoza	Colegio de Educación Infantil y Primaria	San Mateo de Gállego	50017904	GALO PONTE	CL. Huesca, 33	50840	976 68 30 30	976 68 30 30	cpsmateo@educa.aragon.es
Zaragoza	Colegio de Educación Infantil y Primaria	Santa Engracia	50008782	SANTA ENGRACIA	Cl. Ronda De Mediodía, S/N	50669	976 85 68 09		cpsengracia@aragon.es
Zaragoza	Colegio de Educación Infantil y Primaria	Sástago	50004326	DANIEL FEDERIO	Avda. Escuelas, 1-3	50780	976 17 81 00	976 17 81 00	cpsastago@educa.aragon.es
Zaragoza	Colegio de Educación Infantil y Primaria	Sobradiel	50004430	SUBPRADEL	Cl. Conde, 2	50629	976 13 91 16	976 13 91 16	cpsobradiel@aragon.es
Zaragoza	Colegio de Educación Infantil y Primaria	Sos del Rey Católico	50004478	ISIDORO GIL DE JAZ	Pza. De La Villa, 2	50680	948 88 82 02	948 88 84 64	cpsos@educa.aragon.es
Zaragoza	Colegio de Educación Infantil y Primaria	Tarazona	50004545	JOAQUÍN COSTA	Avda. Navarra, 21	50500	976 64 06 14	976 640614	cpjctarazona@educa.aragon.es
Zaragoza	Colegio de Educación Infantil y Primaria	Tarazona	50004612	MONCAYO	AVDA. LA PAZ, 10	50500	976 64 16 85	976 64 16 85	cpcmtarazona@educa.aragon.es
Zaragoza	Colegio de Educación Infantil y Primaria	Tauste	50004703	ALFONSO I EL BATALLADOR	AVDA. OBISPO JOSÉ MARÍA CONGET, S/N	50660	976 85 41 92	976 85 41 92	cpabtauste@educa.aragon.es
Zaragoza	Colegio de Educación Infantil y Primaria	Torres de Berrellén	50004843	MONTES DEL CASTELLAR	CL. GARFILÁN, 37	50693	976653110	976653110	cptorresb@educa.aragon.es
Zaragoza	Colegio de Educación Infantil y Primaria	Tosos	50004879	TOSOS	Ctra. Cariñena, 12	50154	976 14 70 22	976 14 70 10	cptosos@educa.aragon.es
Zaragoza	Colegio de Educación Infantil y Primaria	Undués de Lerda	50004946	DE UNDUÉS DE LERDA	CL. Prado, 1-3	50689	948925929		
Zaragoza	Colegio de Educación Infantil y Primaria	Utebo	50005011	MIGUEL ARTAZOS TAMÉ	Cl. Zaragoza, S/N	50180	976 77 11 28	976 784678	cpmautebo@educa.aragon.es
Zaragoza	Colegio de Educación Infantil y Primaria	Utebo	50010296	INFANTA ELENA	Cl. Rosalía De Castro, 40	50180	976 77 44 42	976774442	cpieutebo@educa.aragon.es
Zaragoza	Colegio de Educación Infantil y Primaria	Utebo	50017451	PARQUE EUROPA	CL. Tenerife, s/n	50180	976 787 480	976 770 727	cputebo3@educa.aragon.es
Zaragoza	Colegio de Educación Infantil y Primaria	Utebo	50018121	OCTAVUS	CL. Pablo Ruiz Picasso 9	50180	976462539	976462543	cputebo4@educa.aragon.es
Zaragoza	Colegio de Educación Infantil y Primaria	Villamayor	50005872	MARIANO CASTILLO	Cl. Calera, 30	50162	976 58 97 14	976589714	cpmcazaragoza@educa.aragon.es
Zaragoza	Colegio de Educación Infantil y Primaria	Villanueva de Gállego	50005276	PINTOR PRADILLA	Cl. Pirineos, 10	50830	976 18 01 78	976 45 11 39	cpppvillanuevag@educa.aragon.es
Zaragoza	Colegio de Educación Infantil y Primaria	Villanueva de Huerva	50005291	SAN BLAS	Avda. Zaragoza, 29	50153	976 14 34 93	976143493	ceipsanblas@educa.aragon.es
Zaragoza	Colegio de Educación Infantil y Primaria	Villarreal de Huerva	50005331	FERNANDO EL CATÓLICO	Camino de La Estación,15	50490	976 80 72 19		cpvillarrealh@aragon.es
Zaragoza	Colegio de Educación Infantil y Primaria	Zaragoza	50005598	JULIÁN NIETO TAPIA	Cami. Del Pilón, 150	50011	976340620	976340620	cpjntzaragoza@gmail.com
Zaragoza	Colegio de Educación Infantil y Primaria	Zaragoza	50005768	GUILLERMO FATÁS	Cl. La Iglesia, 61	50016	976 46 58 25	976 46 58 25	cpgfazaragoza@educa.aragon.es
Zaragoza	Colegio de Educación Infantil y Primaria	Zaragoza	50005896	ANA MAYAYO	CL. Alfonso Carlos Comín Ros, 2	50017	976 33 27 97	976 33 27 97	cpamazaragoza@educa.aragon.es
Zaragoza	Colegio de Educación Infantil y Primaria	Zaragoza	50005902	ANDRÉS MANJÓN	Cl. Delicias, 90	50017	976 33 17 28	976 30 03 72	cpamanzaragoza@educa.aragon.es
Zaragoza	Colegio de Educación Infantil y Primaria	Zaragoza	50005914	RECARTE Y ORNAT	Cl. San Juan Bosco, 7	50009	976 35 23 38	976 55 67 84	cpryozaragoza@educa.aragon.es
Zaragoza	Colegio de Educación Infantil y Primaria	Zaragoza	50005926	CÁNDIDO DOMINGO	Cl. Sobrarbe, 8	50015	976 29 38 12	976 297 319	cpcdozaragoza@educa.aragon.es
Zaragoza	Colegio de Educación Infantil y Primaria	Zaragoza	50005951	DOMINGO MIRAL	CL. MESONES DE ISUELA, 7	50007	976 27 56 28	976275628	cpdmizaragoza@educa.aragon.es
Zaragoza	Colegio de Educación Infantil y Primaria	Zaragoza	50005963	FERNANDO EL CATÓLICO	Cl San Vicente Ferrer, 2	50011	976 33 20 32	976 33 20 32	cpfeczaragoza@educa.aragon.es
Zaragoza	Colegio de Educación Infantil y Primaria	Zaragoza	50005975	GASCÓN Y MARÍN	Pza. de los Sitios, 4	50001	976 23 19 60	976 23 19 60	cpgymzaragoza@educa.aragon.es
Zaragoza	Colegio de Educación Infantil y Primaria	Zaragoza	50005999	JERÓNIMO BLANCAS Y TOMÁS	CL. El Noticiero, 1	50012	976 34 53 42	976 34 53 42	cpjbtzaragoza@educa.aragon.es
Zaragoza	Colegio de Educación Infantil y Primaria	Zaragoza	50006001	JERÓNIMO ZURITA Y CASTRO	Avda. De La Almozara, 58	50003	976 40 46 08	976 40 46 09	cpjzczaragoza@educa.aragon.es
Zaragoza	Colegio de Educación Infantil y Primaria	Zaragoza	50006013	JOAQUÍN COSTA	P.º María Agustín, 41	50004	976 23 55 65	976 23 55 65	cpjcozaragoza@educa.aragon.es
Zaragoza	Colegio de Educación Infantil y Primaria	Zaragoza	50006025	JOSÉ MARÍA MIR	Cl. Duquesa Villahermosa, 58	50010	976 33 17 97	976 34 44 01	cpjmmzaragoza@educa.aragon.es
Zaragoza	Colegio de Educación Infantil y Primaria	Zaragoza	50006037	LA JOTA	Cl. Balbino Orensanz, 3-5	50014	976 47 41 29	976 47 41 29	cpljozaragoza@educa.aragon.es
Zaragoza	Colegio de Educación Infantil y Primaria	Zaragoza	50006049	JULIÁN SANZ IBÁÑEZ	Cl. Leopoldo Romeo, 24	50002	976 42 58 70	976 42 58 70	cpjsizaragoza@educa.aragon.es
Zaragoza	Colegio de Educación Infantil y Primaria	Zaragoza	50006050	LUIS VIVES	CL. JENARO CHECA, 25	50007	976 27 13 08	976 27 13 08	cplvizaragoza@educa.aragon.es
Zaragoza	Colegio de Educación Infantil y Primaria	Zaragoza	50006074	MARCOS FRECHÍN	CL. DOCTOR IRANZO, 25	50013	976 41 59 07	976 41 59 07	cpmfrzaragoza@educa.aragon.es
Zaragoza	Colegio de Educación Infantil y Primaria	Zaragoza	50006128	SAN BRAULIO	Cl. Pantano De Yesa, 10	50015	976 51 43 35	976740135	cpsbrzaragoza@educa.aragon.es
Zaragoza	Colegio de Educación Infantil y Primaria	Zaragoza	50006141	SANTO DOMINGO	Cl. Predicadores, 60	50003	976 44 07 03	976 44 07 03	cpsdozaragoza@educa.aragon.es
Zaragoza	Colegio de Educación Infantil y Primaria	Zaragoza	50006153	SAN JOSÉ DE CALASANZ	Cl. Eduardo Salvador Hernaz, 43	50008	976 41 12 17	976411217	cpsjczaragoza@educa.aragon.es
Zaragoza	Colegio de Educación Infantil y Primaria	Zaragoza	50006165	TÍO JORGE	Cl. Valle De Zuriza, 1	50015	976 51 48 76	976 74 35 41	cptjozaragoza@educa.aragon.es
Zaragoza	Colegio de Educación Infantil y Primaria	Zaragoza	50006207	CALIXTO ARIÑO-HILARIO VAL	CL. JOSÉ GALIAY, 2	50008	976 41 39 97	976 41 39 97	cpcarzaragoza@educa.aragon.es
Zaragoza	Colegio de Educación Infantil y Primaria	Zaragoza	50006219	EMILIO MORENO CALVETE	Paseo Calanda, 13	50010	976 53 19 38	976 53 19 38	cpemczaragoza@educa.aragon.es
Zaragoza	Colegio de Educación Infantil y Primaria	Zaragoza	50006220	HILARIÓN GIMENO	CL. Pedro Arnal Cavero, 1	50014	976 39 91 38	976 20 35 28	cphgizaragoza@educa.aragon.es
Zaragoza	Colegio de Educación Infantil y Primaria	Zaragoza	50006232	JUAN XXIII	Cl. Juan Xxiii, 2	50010	976 33 74 78	976 33 74 78	cpjxizaragoza@educa.aragon.es
Zaragoza	Colegio de Educación Infantil y Primaria	Zaragoza	50006281	TOMÁS ALVIRA	Cl. Pasaje Cigüeñas, 3	50013	976 42 33 00	976 46 14 31	cptalzaragoza@educa.aragon.es
Zaragoza	Colegio de Educación Infantil y Primaria	Zaragoza	50006311	BASILIO PARAÍSO	Cl. Supervía, 29	50006	976 55 28 46	976 55 28 46	cpbpazaragoza@educa.aragon.es
Zaragoza	Colegio de Educación Infantil y Primaria	Zaragoza	50006438	LA ALMOZARA	Cl. Bonn, 7	50003	976433595	976430047	cplalzaragoza@educa.aragon.es
Zaragoza	Colegio de Educación Infantil y Primaria	Zaragoza	50008149	EUGENIO LÓPEZ Y LÓPEZ	Cl. Cañon De Añisclo, 8	50015	976 51 85 55	976 51 84 44	cpellzaragoza@educa.aragon.es
Zaragoza	Colegio de Educación Infantil y Primaria	Zaragoza	50008356	CESÁREO ALIERTA	Cl. Pedro III El Grande, 4	50009	976 55 79 35	976 55 79 35	cpcalzaragoza@educa.aragon.es
Zaragoza	Colegio de Educación Infantil y Primaria	Zaragoza	50008368	DOCTOR AZÚA	Cl. Pedro Iii El Grande, 4	50009	976 30 65 92	976 30 65 92	cpdazzaragoza@educa.aragon.es
Zaragoza	Colegio de Educación Infantil y Primaria	Zaragoza	50008371	CÉSAR AUGUSTO	Cl. Pedro III El Grande, 5	50009	976 56 32 16	976 56 32 16	cpcauzaragoza@educa.aragon.es
Zaragoza	Colegio de Educación Infantil y Primaria	Zaragoza	50008381	ELISEO GODOY BELTRÁN	Cl. Asín Y Palacios, 19	50009	976 56 08 75	976 40 20 90	cpegbzaragoza@educa.aragon.es
Zaragoza	Colegio de Educación Infantil y Primaria	Zaragoza	50008691	RAMIRO SOLÁNS	Cl. Teodora Lamadrid, 61	50011	976 34 48 65	976 34 48 65	cprsozaragoza@educa.aragon.es
Zaragoza	Colegio de Educación Infantil y Primaria	Zaragoza	50009208	TORRE RAMONA	Cl. Batalla De Lepanto, 40	50002	976 41 84 77	976 41 84 77	cptrazaragoza@educa.aragon.es
Zaragoza	Colegio de Educación Infantil y Primaria	Zaragoza	50009373	JOSÉ CAMÓN AZNAR	Avda.de Navarra,nº 141	50017	976 32 91 02	976 32 91 02	cpjcazaragoza@educa.aragon.es
Zaragoza	Colegio de Educación Infantil y Primaria	Zaragoza	50009385	ZALFONADA	Cl. Islas Canarias, 1	50015	976 73 45 00	976 73 45 00	cpzalzaragoza@educa.aragon.es
Zaragoza	Colegio de Educación Infantil y Primaria	Zaragoza	50009397	TENERÍAS	CL. Coso nº 214	50002	976 29 29 50	976 39 04 34	cptenzaragoza@educa.aragon.es
Zaragoza	Colegio de Educación Infantil y Primaria	Zaragoza	50009403	LAS FUENTES	Cl. Doctor Iranzo, 65	50002	976 49 49 00	976 41 61 78	cplfuzaragoza@educa.aragon.es
